"id","name","birthdate","deathdate"
1765,"Darcy Donavan","1985-11-20T00:00:00.000",null
1766,"Daren Kagasoff","1987-09-16T00:00:00.000",null
1767,"Darin Scott",null,null
1768,"Dario Argento","1940-09-07T00:00:00.000",null
1769,"Dario Nozic Serini",null,null
1770,"Darlene Love","1938-07-26T00:00:00.000",null
1771,"Darnell Martin","1964-01-07T00:00:00.000",null
1772,"Darrell Roodt","1962-04-28T00:00:00.000",null
1773,"Darren Aronofsky","1969-02-12T00:00:00.000",null
1774,"Darren Boyd","1971-01-30T00:00:00.000",null
1775,"Darren E. Burrows","1966-09-12T00:00:00.000",null
1776,"Darren Grant",null,null
1777,"Darren Healy",null,null
1778,"Darren Keefe Reiher","1975-07-04T00:00:00.000",null
1779,"Darren Kendrick",null,null
1780,"Darren Lynn Bousman","1979-01-11T00:00:00.000",null
1781,"Darren McGavin","1922-05-07T00:00:00.000","2006-02-25T00:00:00.000"
1782,"Darren Shahlavi","1972-08-05T00:00:00.000","2015-01-14T00:00:00.000"
1783,"Darren Stein","1971-12-24T00:00:00.000",null
1784,"Darryl Cox","1955-04-08T00:00:00.000",null
1785,"Darryl Hunt",null,null
1786,"Darryl Stephens","1974-03-07T00:00:00.000",null
1787,"Darshan Jariwala","1958-09-29T00:00:00.000",null
1788,"Darwin Shaw",null,null
1789,"Daryl Hannah","1960-12-03T00:00:00.000",null
1790,"Daryl Sabara","1992-06-14T00:00:00.000",null
1791,"Daryl Wein","1983-12-23T00:00:00.000",null
1792,"Daryn Tufts","1973-04-01T00:00:00.000",null
1793,"Dash Mihok","1974-05-24T00:00:00.000",null
1794,"Daston Kalili",null,null
1795,"Dato Bakhtadze","1966-05-20T00:00:00.000",null
1796,"Dave Allen","1944-10-22T00:00:00.000","1999-08-16T00:00:00.000"
1797,"Dave Annable","1979-09-15T00:00:00.000",null
1798,"Dave Borthwick","1947-07-26T00:00:00.000","2012-10-27T00:00:00.000"
1799,"Dave Carroll",null,null
1800,"Dave Chappelle","1973-08-24T00:00:00.000",null
1801,"Dave Fennoy","1952-01-20T00:00:00.000",null
1802,"Dave Foley","1963-01-04T00:00:00.000",null
1803,"Dave Green",null,null
1804,"Dave Legeno","1963-10-12T00:00:00.000","2014-07-06T00:00:00.000"
1805,"Dave McKean","1963-12-29T00:00:00.000",null
1806,"Dave Meyers",null,null
1807,"Dave Payne",null,null
1808,"Dave Rodriguez","1970-08-18T00:00:00.000",null
1809,"Dave Sheridan",null,null
1810,"David A Cole",null,null
1811,"David A.R. White","1970-05-12T00:00:00.000",null
1812,"David Adam Flannery",null,null
1813,"David Agranov",null,null
1814,"David Alan Basche","1968-08-25T00:00:00.000",null
1815,"David Alan Grier","1955-06-30T00:00:00.000",null
1816,"David Alpay",null,null
1817,"David Anspaugh","1946-09-24T00:00:00.000",null
1818,"David Arquette","1971-09-08T00:00:00.000",null
1819,"David Atkins",null,null
1820,"David Ayer","1968-01-18T00:00:00.000",null
1821,"David Backus",null,null
1822,"David Bailie",null,null
1823,"David Barnes",null,null
1824,"David Belle","1973-04-29T00:00:00.000",null
1825,"David Bianchi",null,null
1826,"David Bowers",null,null
1827,"David Boyd",null,null
1828,"David Caffrey",null,null
1829,"David Calder","1946-08-01T00:00:00.000",null
1830,"David Carradine","1936-12-08T00:00:00.000","2009-06-03T00:00:00.000"
1831,"David Carson",null,null
1832,"David Chandler","1925-05-24T00:00:00.000","2012-03-13T00:00:00.000"
1833,"David Clennon","1943-05-10T00:00:00.000",null
1834,"David Conrad","1967-08-17T00:00:00.000",null
1835,"David Costabile",null,null
1836,"David Cronenberg","1943-03-15T00:00:00.000",null
1837,"David Cross","1964-04-04T00:00:00.000",null
1838,"David Dastmalchian","1977-07-21T00:00:00.000",null
1839,"David DeCoteau","1962-01-05T00:00:00.000",null
1840,"David Della Rocco","1952-05-04T00:00:00.000",null
1841,"David DeLuise","1971-11-11T00:00:00.000",null
1842,"David Dencik","1974-10-31T00:00:00.000",null
1843,"David Denman","1973-07-25T00:00:00.000",null
1844,"David Dobkin","1969-06-23T00:00:00.000",null
1845,"David Douglas",null,null
1846,"David Duchovny","1960-08-07T00:00:00.000",null
1847,"David E. Talbert",null,null
1848,"David Eigenberg","1964-05-17T00:00:00.000",null
1849,"David F. Sandberg",null,null
1850,"David Fincher","1962-08-28T00:00:00.000",null
1851,"David Fine",null,null
1852,"David Frankel","1959-04-02T00:00:00.000",null
1853,"David Frederick White","1960-05-25T00:00:00.000",null
1854,"David G. Evans",null,null
1855,"David Gallagher","1985-02-09T00:00:00.000",null
1856,"David Gant",null,null
1857,"David Gelb","1983-10-16T00:00:00.000",null
1858,"David Gordon Green","1975-04-09T00:00:00.000",null
1859,"David Gulpilil","1953-07-01T00:00:00.000",null
1860,"David Hackl",null,null
1861,"David Harbour","1975-04-10T00:00:00.000",null
1862,"David Hayter","1969-02-06T00:00:00.000",null
1863,"David Hemmings","1941-11-18T00:00:00.000","2003-12-03T00:00:00.000"
1864,"David Herman","1967-02-20T00:00:00.000",null
1865,"David Hewlett","1968-04-18T00:00:00.000",null
1866,"David Heyman","1961-07-26T00:00:00.000",null
1867,"David Hoffman",null,null
1868,"David Huddleston","1930-09-17T00:00:00.000","2016-08-02T00:00:00.000"
1869,"David Hunt","1953-02-16T00:00:00.000",null
1870,"David Hyde Pierce","1959-04-03T00:00:00.000",null
1871,"David Jacobson",null,null
1872,"David Jason","1940-02-02T00:00:00.000",null
1873,"David Jason Perez",null,null
1874,"David Julian Hirsh","1973-10-26T00:00:00.000",null
1875,"David Keith","1946-01-20T00:00:00.000",null
1876,"David Kellogg",null,null
1877,"David Kelly",null,null
1878,"David Kennedy",null,null
1879,"David Koepp","1963-06-09T00:00:00.000",null
1880,"David Kross","1964-04-04T00:00:00.000",null
1881,"David LaChapelle","1963-03-11T00:00:00.000",null
1882,"David Lam",null,null
1883,"David Lean","1908-03-25T00:00:00.000","1991-04-16T00:00:00.000"
1884,"David Lee Smith","1963-09-08T00:00:00.000",null
1885,"David Leland","1947-04-20T00:00:00.000",null
1886,"David Lewis","1916-10-19T00:00:00.000","2000-12-11T00:00:00.000"
1887,"David Lowery",null,null
1888,"David Lynch","1946-01-20T00:00:00.000",null
1889,"David Lyons","1976-04-16T00:00:00.000",null
1890,"David M. Matthews",null,null
1891,"David Mamet","1947-11-30T00:00:00.000",null
1892,"David Mann",null,null
1893,"David Margulies","1937-02-19T00:00:00.000","2016-01-11T00:00:00.000"
1894,"David Masterson","1969-02-16T00:00:00.000",null
1895,"David McNally",null,null
1896,"David Mersault","1958-08-19T00:00:00.000",null
1897,"David Mirkin","1955-09-18T00:00:00.000",null
1898,"David Moreau",null,null
1899,"David Moscow","1974-11-14T00:00:00.000",null
1900,"David Murray",null,null
1901,"David Niven","1910-03-01T00:00:00.000","1983-07-29T00:00:00.000"
1902,"David Nixon","1919-12-29T00:00:00.000","1978-12-01T00:00:00.000"
1903,"David Nutter",null,null
1904,"David O. Russell","1958-08-20T00:00:00.000",null
1905,"David O'Hara","1965-07-09T00:00:00.000",null
1906,"David Oakes","1983-10-14T00:00:00.000",null
1907,"David Oelhoffen",null,null
1908,"David Ogden Stiers","1942-10-31T00:00:00.000",null
1909,"David Opatoshu","1918-01-30T00:00:00.000","1996-04-30T00:00:00.000"
1910,"David Oyelowo","1976-04-01T00:00:00.000",null
1911,"David Palmer",null,null
1912,"David Pastor","1978-07-25T00:00:00.000",null
1913,"David Patrick Kelly","1951-01-23T00:00:00.000",null
1914,"David Paymer","1954-08-30T00:00:00.000",null
1915,"David Proval","1942-05-20T00:00:00.000",null
1916,"David R. Ellis","1952-09-08T00:00:00.000","2013-01-07T00:00:00.000"
1917,"David Raizor",null,null
1918,"David Ramsey","1971-11-17T00:00:00.000",null
1919,"David Rasche","1944-08-07T00:00:00.000",null
1920,"David Ray","1968-02-24T00:00:00.000",null
1921,"David Raynr","1961-03-17T00:00:00.000",null
1922,"David Richmond-Peck",null,null
1923,"David Robert Mitchell",null,null
1924,"David S. Goyer","1965-12-22T00:00:00.000",null
1925,"David S. Ward","1920-12-19T00:00:00.000","1987-02-22T00:00:00.000"
1926,"David Schaal","1963-05-27T00:00:00.000",null
1927,"David Schneider",null,null
1928,"David Schwimmer","1966-11-02T00:00:00.000",null
1929,"David Silverman","1957-03-15T00:00:00.000",null
1930,"David Sington",null,null
1931,"David Slade","1964-07-22T00:00:00.000",null
1932,"David Soren",null,null
1933,"David Sparrow","1962-03-04T00:00:00.000",null
1934,"David Suchet","1946-05-02T00:00:00.000",null
1935,"David Sullivan","1968-02-04T00:00:00.000",null
1936,"David Thewlis","1963-03-20T00:00:00.000",null
1937,"David Thornton","1953-06-12T00:00:00.000",null
1938,"David Threlfall","1953-10-12T00:00:00.000",null
1939,"David Twohy","1955-10-18T00:00:00.000",null
1940,"David Wain","1969-08-01T00:00:00.000",null
1941,"David Walliams","1971-08-20T00:00:00.000",null
1942,"David Walton","1978-10-27T00:00:00.000",null
1943,"David Warbeck","1941-11-17T00:00:00.000","1997-07-23T00:00:00.000"
1944,"David Wayne","1964-07-22T00:00:00.000",null
1945,"David Webb Peoples",null,null
1946,"David White",null,null
1947,"David Winning","1961-05-08T00:00:00.000",null
1948,"David Winters","1939-04-05T00:00:00.000",null
1949,"David Worth",null,null
1950,"David Yates","1963-10-08T00:00:00.000",null
1951,"David Zayas","1962-08-15T00:00:00.000",null
1952,"David Zucker",null,null
1953,"Davis Guggenheim","1963-11-03T00:00:00.000",null
1954,"Dawn French","1957-10-11T00:00:00.000",null
1955,"Dax Flame",null,null
1956,"Dayna Devon","1970-03-20T00:00:00.000",null
1957,"Dayo Okeniyi",null,null
1958,"Dean Andrews","1963-08-06T00:00:00.000",null
1959,"Dean Dawson",null,null
1960,"Dean DeBlois","1970-06-07T00:00:00.000",null
1961,"Dean Israelite","1984-09-20T00:00:00.000",null
1962,"Dean Jones",null,null
1963,"Dean Parisot",null,null
1964,"Dean Stockwell","1936-03-05T00:00:00.000",null
1965,"Dean Wright",null,null
1966,"Deb Hagan",null,null
1967,"Debbie Harry","1945-07-01T00:00:00.000",null
1968,"Debbie Reynolds","1932-04-01T00:00:00.000","2016-12-28T00:00:00.000"
1969,"Debi Derryberry","1960-09-27T00:00:00.000",null
1970,"Debi Mazar","1964-08-13T00:00:00.000",null
1971,"Deborah Anderson",null,null
1972,"Deborah Foreman","1962-10-12T00:00:00.000",null
1973,"Deborah Kara Unger","1966-05-12T00:00:00.000",null
1974,"Deborah Kerr","1921-09-30T00:00:00.000","2007-10-16T00:00:00.000"
1975,"Deborah Mailman","1972-07-14T00:00:00.000",null
1976,"Déborah Révy",null,null
1977,"Deborah Twiss","1971-12-22T00:00:00.000",null
1978,"Deborra-Lee Furness","1955-12-08T00:00:00.000",null
1979,"Debra Granik","1963-02-06T00:00:00.000",null
1980,"Debra Lynn Hull",null,null
1981,"Debra Messing","1968-08-15T00:00:00.000",null
1982,"Debra Monk","1949-02-27T00:00:00.000",null
1983,"Debra Paget","1933-08-19T00:00:00.000",null
1984,"Debra Winger","1955-05-16T00:00:00.000",null
1985,"Debrah Farentino","1959-09-30T00:00:00.000",null
1986,"Debrianna Mansini",null,null
1987,"Dee Bradley Baker","1962-08-31T00:00:00.000",null
1988,"Dee Wallace","1948-12-14T00:00:00.000",null
1989,"Deems Taylor","1885-12-22T00:00:00.000","1966-07-03T00:00:00.000"
1990,"Deepa Mehta","1950-01-01T00:00:00.000",null
1991,"DeForest Kelley","1920-01-20T00:00:00.000","1999-06-11T00:00:00.000"
1992,"Deirdre Lorenz",null,null
1993,"Del Zamora",null,null
1994,"Dell Yount",null,null
1995,"Della Reese","1931-07-06T00:00:00.000",null
1996,"Delphine Chanéac","1978-11-14T00:00:00.000",null
1997,"Delroy Lindo","1952-11-18T00:00:00.000",null
1998,"Demetri Martin","1973-05-25T00:00:00.000",null
1999,"Demetrius Grosse","1981-02-26T00:00:00.000",null
2000,"Demi Moore","1962-11-11T00:00:00.000",null
2001,"Demián Bichir","1963-08-01T00:00:00.000",null
2002,"Demian Lichtenstein",null,null
2003,"Dena Seidel",null,null
2004,"Denden","1950-01-23T00:00:00.000",null
2005,"Dendrie Taylor",null,null
2006,"Deneen Tyler",null,null
2007,"Denholm Elliott","1922-05-31T00:00:00.000","1992-10-06T00:00:00.000"
2008,"Denis Lavant","1961-06-17T00:00:00.000",null
2009,"Denis Leary","1957-08-18T00:00:00.000",null
2010,"Denis O'Hare","1962-01-17T00:00:00.000",null
2011,"Denis Villeneuve","1967-10-03T00:00:00.000",null
2012,"Denise Boutte","1982-01-19T00:00:00.000",null
2013,"Denise Crosby","1957-11-24T00:00:00.000",null
2014,"Dennie Gordon","1953-05-09T00:00:00.000",null
2015,"Dennis Burkley","1945-09-10T00:00:00.000","2013-07-14T00:00:00.000"
2016,"Dennis Dugan","1946-09-05T00:00:00.000",null
2017,"Dennis Franz","1944-10-28T00:00:00.000",null
2018,"Dennis Gansel","1973-10-04T00:00:00.000",null
2019,"Dennis Hopper","1936-05-17T00:00:00.000","2010-05-29T00:00:00.000"
2020,"Dennis Iliadis",null,null
2021,"Dennis L.A. White",null,null
2022,"Dennis Quaid","1954-04-09T00:00:00.000",null
2023,"Denny Kirkwood","1975-03-20T00:00:00.000",null
2024,"Denys Arcand","1941-06-25T00:00:00.000",null
2025,"Denzel Washington","1954-12-28T00:00:00.000",null
2026,"Deon Richmond","1978-04-02T00:00:00.000",null
2027,"Deon Taylor",null,null
2028,"Dequina Moore",null,null
2029,"DeRay Davis",null,null
2030,"Derek Brandon",null,null
2031,"Derek Cianfrance","1974-01-23T00:00:00.000",null
2032,"Derek Graf",null,null
2033,"Derek Jacobi","1938-10-22T00:00:00.000",null
2034,"Derek Jeter","1926-05-27T00:00:00.000","2006-09-14T00:00:00.000"
2035,"Derek Luke","1974-04-24T00:00:00.000",null
2036,"Derek Magyar",null,null
2037,"Derek Mears","1972-04-29T00:00:00.000",null
2038,"Derek Wayne Johnson","1983-02-23T00:00:00.000",null
2039,"Derick Martini","1972-12-02T00:00:00.000",null
2040,"Dermot Crowley","1947-03-19T00:00:00.000",null
2041,"Derrick Borte","1967-12-07T00:00:00.000",null
2042,"Deryck Broom",null,null
2043,"Des McAnuff","1952-06-19T00:00:00.000",null
2044,"Desmond Askew","1972-12-17T00:00:00.000",null
2045,"Desmond Llewelyn","1914-09-12T00:00:00.000","1999-12-19T00:00:00.000"
2046,"DeVaughn Nixon",null,null
2047,"Devid Striesow","1973-10-01T00:00:00.000",null
2048,"Devin Ratray","1977-01-11T00:00:00.000",null
2049,"Devon Murray","1988-10-28T00:00:00.000",null
2050,"DeWayne Warren",null,null
2051,"Dewey Nicks","1961-04-22T00:00:00.000",null
2052,"Dexter Fletcher","1966-01-31T00:00:00.000",null
2053,"Diahann Carroll","1935-07-17T00:00:00.000",null
2054,"Dian Bachar","1970-10-26T00:00:00.000",null
2055,"Diana Maria Riva","1969-07-22T00:00:00.000",null
2056,"Diana Ross","1944-03-26T00:00:00.000",null
2057,"Diana Scarwid","1955-08-27T00:00:00.000",null
2058,"Diana Vickers","1991-07-30T00:00:00.000",null
2059,"Diane Baker","1938-02-25T00:00:00.000",null
2060,"Diane English",null,null
2061,"Diane Keaton","1946-01-05T00:00:00.000",null
2062,"Diane Ladd","1935-11-29T00:00:00.000",null
2063,"Diane Sorrentino",null,null
2064,"Diane Venora","1952-08-10T00:00:00.000",null
2065,"Dianne Wiest","1948-03-28T00:00:00.000",null
2066,"Dichen Lachman","1982-02-22T00:00:00.000",null
2067,"Dick Cavett","1936-11-19T00:00:00.000",null
2068,"Dick Cheney","1908-05-06T00:00:00.000","1971-01-02T00:00:00.000"
2069,"Dick Clark","1929-11-30T00:00:00.000","2012-04-18T00:00:00.000"
2070,"Dick Powell","1904-11-14T00:00:00.000","1963-01-02T00:00:00.000"
2071,"Dick Richards","1912-08-10T00:00:00.000","1967-03-17T00:00:00.000"
2072,"Dick Van Patten","1928-12-09T00:00:00.000","2015-06-23T00:00:00.000"
2073,"Dickie Jones","1927-02-25T00:00:00.000","2014-07-07T00:00:00.000"
2074,"Diedrich Bader","1966-12-24T00:00:00.000",null
2075,"Diego Ramos","1972-11-29T00:00:00.000",null
2076,"Diego Velazquez",null,null
2077,"Diganth",null,null
2078,"Dileep Raj",null,null
2079,"Diljit Dosanjh",null,null
2080,"Dillon Casey","1983-10-29T00:00:00.000",null
2081,"Dilshad Vadsaria","1977-09-14T00:00:00.000",null
2082,"Dimple Kapadia","1957-06-08T00:00:00.000",null
2083,"Dinah Manoff","1956-01-25T00:00:00.000",null
2084,"Dinesh D'Souza","1961-04-25T00:00:00.000",null
2085,"Diora Baird","1983-04-06T00:00:00.000",null
2086,"Dirk Bogarde","1921-03-28T00:00:00.000","1999-05-08T00:00:00.000"
2087,"Dito Montiel","1965-07-26T00:00:00.000",null
2088,"Divine","1945-10-19T00:00:00.000","1988-03-07T00:00:00.000"
2089,"DJ Pooh",null,null
2090,"Djimon Hounsou","1964-04-24T00:00:00.000",null
2091,"DMX",null,null
2092,"Dolly Parton","1946-01-19T00:00:00.000",null
2093,"Dom DeLuise","1933-08-01T00:00:00.000","2009-05-04T00:00:00.000"
2094,"Domenick Lombardozzi","1976-03-25T00:00:00.000",null
2095,"Dominic Burns",null,null
2096,"Dominic Colón",null,null
2097,"Dominic Cooper","1978-06-02T00:00:00.000",null
2098,"Dominic Flores",null,null
2099,"Dominic Monaghan","1976-12-08T00:00:00.000",null
2100,"Dominic Sena","1949-04-26T00:00:00.000",null
2101,"Dominick Brascia",null,null
2102,"Dominik Castell","1965-07-20T00:00:00.000",null
2103,"Dominik García-Lorido","1983-08-16T00:00:00.000",null
2104,"Dominique McElligott","1986-05-03T00:00:00.000",null
2105,"Dominique Othenin-Girard","1958-02-13T00:00:00.000",null
2106,"Dominique Sanda","1948-03-11T00:00:00.000",null
2107,"Don Ameche","1908-05-31T00:00:00.000","1993-12-06T00:00:00.000"
2108,"Don Bluth","1937-09-13T00:00:00.000",null
2109,"Don Brooks",null,"2000-10-25T00:00:00.000"
2110,"Don Cheadle","1964-11-29T00:00:00.000",null
2111,"Don Coscarelli","1954-02-17T00:00:00.000",null
2112,"Don Francks","1932-02-28T00:00:00.000","2016-04-03T00:00:00.000"
2113,"Don Gordon","1938-09-29T00:00:00.000","2016-02-28T00:00:00.000"
2114,"Don Hall",null,null
2115,"Don Johnson","1949-12-15T00:00:00.000",null
2116,"Don Kempf",null,null
2117,"Don Mancini","1963-01-25T00:00:00.000",null
2118,"Don McKellar","1963-08-17T00:00:00.000",null
2119,"Don McManus","1959-11-08T00:00:00.000",null
2120,"Don Michael Paul","1963-04-17T00:00:00.000",null
2121,"Don Pardo","1959-12-17T00:00:00.000",null
2122,"Don Rickles","1926-05-08T00:00:00.000",null
2123,"Don Scardino","1949-02-17T00:00:00.000",null
2124,"Don Siegel","1912-10-26T00:00:00.000","1991-04-20T00:00:00.000"
2125,"Don Stark","1954-07-05T00:00:00.000",null
2126,"Don Taylor","1920-12-13T00:00:00.000","1998-12-29T00:00:00.000"
2127,"Don Wallace",null,null
2128,"Donald Austin",null,null
2129,"Donald Faison","1974-06-22T00:00:00.000",null
2130,"Donald Gibb","1954-08-04T00:00:00.000",null
2131,"Donald Glover","1983-09-25T00:00:00.000",null
2132,"Donald Petrie","1954-04-02T00:00:00.000",null
2133,"Donald Pleasence","1919-10-05T00:00:00.000","1995-02-02T00:00:00.000"
2134,"Donald Rumsfeld","1932-07-09T00:00:00.000",null
2135,"Donald Sumpter","1943-02-13T00:00:00.000",null
2136,"Donald Trump","1946-06-14T00:00:00.000",null
2137,"Donald Watkins",null,null
2138,"Donatas Banionis","1924-04-28T00:00:00.000","2014-09-04T00:00:00.000"
2139,"Dong-gun Jang","1972-03-07T00:00:00.000",null
2140,"Donna Murphy","1959-03-07T00:00:00.000",null
2141,"Donna Reed","1921-01-27T00:00:00.000","1986-01-14T00:00:00.000"
2142,"Donna Zovko",null,null
2143,"Donnie Dunagan","1934-08-16T00:00:00.000",null
2144,"Donny Alamsyah","1978-12-07T00:00:00.000",null
2145,"Donny Boaz",null,null
2146,"Donovan Scott",null,null
2147,"Doona Bae","1979-10-11T00:00:00.000",null
2148,"Dorian Missick","1976-01-15T00:00:00.000",null
2149,"Dororthy Thorton",null,null
2150,"Dorothy Lamour","1914-12-10T00:00:00.000","1996-09-22T00:00:00.000"
2151,"Dorothy Lyman","1947-04-18T00:00:00.000",null
2152,"Dottie Alexander",null,null
2153,"Doug Atchison",null,null
2154,"Doug Block",null,null
2155,"Doug Bradley","1954-09-07T00:00:00.000",null
2156,"Doug Cockle","1970-09-16T00:00:00.000",null
2157,"Doug E. Doug","1968-04-06T00:00:00.000",null
2158,"Doug Lefler",null,null
2159,"Doug Liman","1965-07-24T00:00:00.000",null
2160,"Douglas Aarniokoski",null,null
2161,"Douglas Cheek",null,null
2162,"Douglas Haase",null,null
2163,"Douglas McGrath","1958-02-02T00:00:00.000",null
2164,"Douglas Smith","1966-08-04T00:00:00.000",null
2165,"Douglas Trumbull","1942-04-08T00:00:00.000",null
2166,"Dougray Scott","1965-11-25T00:00:00.000",null
2167,"Dov Tiefenbach","1981-12-08T00:00:00.000",null
2168,"Dove Cameron","1996-01-15T00:00:00.000",null
2169,"Dr. Dre","1965-02-18T00:00:00.000",null
2170,"Drake","1986-10-24T00:00:00.000",null
2171,"Drake Bell","1986-06-27T00:00:00.000",null
2172,"Drake Doremus","1983-03-29T00:00:00.000",null
2173,"Drea de Matteo","1972-01-19T00:00:00.000",null
2174,"Dreama Walker","1986-06-20T00:00:00.000",null
2175,"Dree Hemingway","1987-12-04T00:00:00.000",null
2176,"Drew Barrymore","1975-02-22T00:00:00.000",null
2177,"Drew Carey","1958-05-23T00:00:00.000",null
2178,"Drew Fuller","1980-05-19T00:00:00.000",null
2179,"Drew Goddard","1975-02-26T00:00:00.000",null
